"","X.1","X","Kingdom","Phylum","Class","Order","Family","Genus","Species","Organism","TaxID","Assembly_Accession","Assembly_Status","Accession_Date","Assembly_Length_Total","Assembly_Length_Ungapped","BUSCO_RefseqAnnotationRelease","BUSCO_Lineage","BUSCO_Cover","BUSCO_Complete","BUSCO_SingleCopy","BUSCO_Duplicated","BUSCO_Fragmented","BUSCO_Missing","BUSCO_TotalCount","ContigN50","ScaffoldN50","Sequencing_Method","Sequencing_Attributes","SRA_Species","Species.1","Sequencing_method_1","Sequencing_method_2","Species.2","GS","AssblySz","Seq_Method","Diff","DiffProp","Species.3","GS.1","AssblySz.1","Seq_Method.1","UR","Diff.1","DiffProp.1"
"10811",31917,31917,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila micromelanica","Drosophila micromelanica (flies)",189258,"GCA_004143905.1","Scaffold","2019/01/18",146387375,145988803,"","","",NA,NA,NA,NA,NA,NA,31732,48586,"ILLUMINA","Illumina HiSeq 2500","Drosophila micromelanica","Drosophila micromelanica","ILLUMINA","","Drosophila micromelanica",206750000,146387375,"ILLUMINA",60362625,0.291959492140266,"Drosophila micromelanica",206750000,146387375,"ILLUMINA",0.7275,60362625,0.291959492140266
"10812",31918,31918,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila lacertosa","Drosophila lacertosa (flies)",119604,"GCA_004143865.1","Scaffold","2019/01/18",164709851,164651694,"","","",NA,NA,NA,NA,NA,NA,76210,79952,"ILLUMINA","Illumina HiSeq 2500","Drosophila lacertosa","Drosophila lacertosa","ILLUMINA","","Drosophila lacertosa",300550000,164709851,"ILLUMINA",135840149,0.451971881550491,"Drosophila lacertosa",300550000,164709851,"ILLUMINA",0.529,135840149,0.451971881550491
"10813",31919,31919,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila robusta","Drosophila robusta (flies)",7257,"GCA_004143875.1","Scaffold","2019/01/18",179543486,179532183,"","","",NA,NA,NA,NA,NA,NA,3141,3145,"ILLUMINA","NextSeq 500","Drosophila robusta","Drosophila robusta","ILLUMINA","","Drosophila robusta",245600000,179543486,"ILLUMINA",66056514,0.268959747557003,"Drosophila robusta",245600000,179543486,"ILLUMINA",0.6255,66056514,0.268959747557003
"10814",31920,31920,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila lacertosa","Drosophila lacertosa (flies)",119604,"GCA_004143845.1","Scaffold","2019/01/18",154130906,154087551,"","","",NA,NA,NA,NA,NA,NA,144683,162096,"ILLUMINA","Illumina HiSeq 2500","Drosophila lacertosa","Drosophila lacertosa","ILLUMINA","","Drosophila lacertosa",300550000,154130906,"ILLUMINA",146419094,0.487170500748627,"Drosophila lacertosa",300550000,154130906,"ILLUMINA",0.529,146419094,0.487170500748627
"10815",31921,31921,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila micromelanica","Drosophila micromelanica (flies)",189258,"GCA_004143825.1","Scaffold","2019/01/18",156838486,156799566,"","","",NA,NA,NA,NA,NA,NA,49440,50769,"ILLUMINA","Illumina HiSeq 2500","Drosophila micromelanica","Drosophila micromelanica","ILLUMINA","","Drosophila micromelanica",206750000,156838486,"ILLUMINA",49911514,0.241409983071342,"Drosophila micromelanica",206750000,156838486,"ILLUMINA",0.7275,49911514,0.241409983071342
"10816",31922,31922,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila robusta","Drosophila robusta (flies)",7257,"GCA_004143805.1","Scaffold","2019/01/18",179073841,178539636,"","","",NA,NA,NA,NA,NA,NA,18538,26818,"ILLUMINA","Illumina HiSeq 2500","Drosophila robusta","Drosophila robusta","ILLUMINA","","Drosophila robusta",245600000,179073841,"ILLUMINA",66526159,0.270871982899023,"Drosophila robusta",245600000,179073841,"ILLUMINA",0.6255,66526159,0.270871982899023
"10817",31923,31923,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila melanica","Drosophila melanica (flies)",7252,"GCA_004143785.1","Scaffold","2019/01/18",174880844,174872919,"","","",NA,NA,NA,NA,NA,NA,4562,4572,"ILLUMINA","NextSeq 500","Drosophila melanica","Drosophila melanica","ILLUMINA","","Drosophila melanica",175600000,174880844,"ILLUMINA",719156,0.00409542141230068,"Drosophila melanica",175600000,174880844,"ILLUMINA",0.747,719156,0.00409542141230068
"10818",31924,31924,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila melanica","Drosophila melanica (flies)",7252,"GCA_004143765.1","Scaffold","2019/01/18",149951920,149324606,"","","",NA,NA,NA,NA,NA,NA,18202,28961,"ILLUMINA","Illumina HiSeq 2500","Drosophila melanica","Drosophila melanica","ILLUMINA","","Drosophila melanica",175600000,149951920,"ILLUMINA",25648080,0.146059681093394,"Drosophila melanica",175600000,149951920,"ILLUMINA",0.747,25648080,0.146059681093394
"11227",33151,33151,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila persimilis","Drosophila persimilis (flies)",7234,"GCF_003286085.1","Contig","2018/07/03",195512972,195512972,"101","diptera_odb10","4.0.2",0.996651,0.977778,0.0188737,0.000304414,0.00304414,3285,5212974,5212974,"PACBIO_SMRT","Sequel","Drosophila persimilis","Drosophila persimilis","PACBIO_SMRT","","Drosophila persimilis",188364000,195512972,"PACBIO_SMRT",-7148972,-0.0379529634112675,"Drosophila persimilis",182400000,195512972,"PACBIO_SMRT",0.907,-13112972,-0.0718912938596491
"11228",33152,33152,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila ananassae","Drosophila ananassae (flies)",7217,"GCA_003285975.2","Contig","2018/07/03",221283163,221283163,"","","",NA,NA,NA,NA,NA,NA,6212830,6212830,"PACBIO_SMRT","Sequel","Drosophila ananassae","Drosophila ananassae","PACBIO_SMRT","","Drosophila ananassae",200056000,221283163,"PACBIO_SMRT",-21227163,-0.106106105290519,"Drosophila ananassae",201850000,221283163,"PACBIO_SMRT",0.79,-19433163,-0.0962752687639336
"11230",33154,33154,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila novamexicana","Drosophila novamexicana (flies)",47314,"GCA_003285875.2","Contig","2018/07/03",182394971,182394971,"","","",NA,NA,NA,NA,NA,NA,3158326,3158326,"PACBIO_SMRT","Sequel","Drosophila novamexicana","Drosophila novamexicana","PACBIO_SMRT","","Drosophila novamexicana",248833333.333333,182394971,"PACBIO_SMRT",66438362.333333,0.266999446751506,"Drosophila novamexicana",2.51e+08,182394971,"PACBIO_SMRT",0.724,68605029,0.27332680876494
"11231",33155,33155,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila virilis","Drosophila virilis (flies)",7244,"GCF_003285735.1","Contig","2018/07/03",189443829,189443829,"103","diptera_odb10","4.0.2",0.998478,0.977169,0.021309,0.000608828,0.000913242,3285,8697263,8697263,"PACBIO_SMRT","Sequel","Drosophila virilis","Drosophila virilis","PACBIO_SMRT","","Drosophila virilis",351840000,189443829,"PACBIO_SMRT",162396171,0.461562559686221,"Drosophila virilis",331800000,189443829,"PACBIO_SMRT",0.5295,142356171,0.429042106690778
"11360",33493,33493,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila melanogaster","Drosophila melanogaster (fruit fly)",7227,"GCA_003397115.2","Chromosome","2018/07/01",137459821,137452521,"","","",NA,NA,NA,NA,NA,NA,18522235,25282505,"PACBIO_SMRT","PacBio RS II","Drosophila melanogaster","Drosophila melanogaster","PACBIO_SMRT","","Drosophila melanogaster",169361428.571429,137459821,"PACBIO_SMRT",31901607.571429,0.18836406754785,"Drosophila melanogaster",173300000,137459821,"PACBIO_SMRT",0.774,35840179,0.206810034622043
"11361",33494,33494,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila melanogaster","Drosophila melanogaster (fruit fly)",7227,"GCA_003402005.1","Chromosome","2018/07/01",136260999,136254999,"","","",NA,NA,NA,NA,NA,NA,20054280,25296824,"PACBIO_SMRT","PacBio RS II","Drosophila melanogaster","Drosophila melanogaster","PACBIO_SMRT","","Drosophila melanogaster",169361428.571429,136260999,"PACBIO_SMRT",33100429.571429,0.19544255058919,"Drosophila melanogaster",173300000,136260999,"PACBIO_SMRT",0.774,37039001,0.213727645701096
"11362",33495,33495,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila melanogaster","Drosophila melanogaster (fruit fly)",7227,"GCA_003401975.1","Chromosome","2018/07/01",137485636,137477636,"","","",NA,NA,NA,NA,NA,NA,18916454,25529268,"PACBIO_SMRT","PacBio RS II","Drosophila melanogaster","Drosophila melanogaster","PACBIO_SMRT","","Drosophila melanogaster",169361428.571429,137485636,"PACBIO_SMRT",31875792.571429,0.188211642050393,"Drosophila melanogaster",173300000,137485636,"PACBIO_SMRT",0.774,35814364,0.206661073283324
"11363",33496,33496,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila melanogaster","Drosophila melanogaster (fruit fly)",7227,"GCA_003401925.1","Chromosome","2018/07/01",135976767,135970967,"","","",NA,NA,NA,NA,NA,NA,21835187,24831138,"PACBIO_SMRT","PacBio RS II","Drosophila melanogaster","Drosophila melanogaster","PACBIO_SMRT","","Drosophila melanogaster",169361428.571429,135976767,"PACBIO_SMRT",33384661.571429,0.197120807571299,"Drosophila melanogaster",173300000,135976767,"PACBIO_SMRT",0.774,37323233,0.215367761107905
"11364",33497,33497,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila melanogaster","Drosophila melanogaster (fruit fly)",7227,"GCA_003401915.1","Chromosome","2018/07/01",146861278,146854682,"","","",NA,NA,NA,NA,NA,NA,21509385,25311794,"PACBIO_SMRT","PacBio RS II","Drosophila melanogaster","Drosophila melanogaster","PACBIO_SMRT","","Drosophila melanogaster",169361428.571429,146861278,"PACBIO_SMRT",22500150.571429,0.132852862432838,"Drosophila melanogaster",173300000,146861278,"PACBIO_SMRT",0.774,26438722,0.152560427005193
"11365",33498,33498,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila melanogaster","Drosophila melanogaster (fruit fly)",7227,"GCA_003401885.1","Chromosome","2018/07/01",133227439,133220439,"","","",NA,NA,NA,NA,NA,NA,21561544,24418017,"PACBIO_SMRT","PacBio RS II","Drosophila melanogaster","Drosophila melanogaster","PACBIO_SMRT","","Drosophila melanogaster",169361428.571429,133227439,"PACBIO_SMRT",36133989.571429,0.213354303138683,"Drosophila melanogaster",173300000,133227439,"PACBIO_SMRT",0.774,40072561,0.231232319676861
"11366",33499,33499,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila melanogaster","Drosophila melanogaster (fruit fly)",7227,"GCA_003401855.1","Chromosome","2018/07/01",138931909,138925411,"","","",NA,NA,NA,NA,NA,NA,20968353,25355509,"PACBIO_SMRT","PacBio RS II","Drosophila melanogaster","Drosophila melanogaster","PACBIO_SMRT","","Drosophila melanogaster",169361428.571429,138931909,"PACBIO_SMRT",30429519.571429,0.179672076623959,"Drosophila melanogaster",173300000,138931909,"PACBIO_SMRT",0.774,34368091,0.198315585689556
"11367",33500,33500,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila melanogaster","Drosophila melanogaster (fruit fly)",7227,"GCA_003401805.1","Chromosome","2018/07/01",142347001,142333201,"","","",NA,NA,NA,NA,NA,NA,21161257,24782129,"PACBIO_SMRT","PacBio RS II","Drosophila melanogaster","Drosophila melanogaster","PACBIO_SMRT","","Drosophila melanogaster",169361428.571429,142347001,"PACBIO_SMRT",27014427.571429,0.159507556114145,"Drosophila melanogaster",173300000,142347001,"PACBIO_SMRT",0.774,30952999,0.178609342181189
"11368",33501,33501,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila melanogaster","Drosophila melanogaster (fruit fly)",7227,"GCA_003401795.1","Chromosome","2018/07/01",133341829,133334329,"","","",NA,NA,NA,NA,NA,NA,21694469,24769044,"PACBIO_SMRT","PacBio RS II","Drosophila melanogaster","Drosophila melanogaster","PACBIO_SMRT","","Drosophila melanogaster",169361428.571429,133341829,"PACBIO_SMRT",36019599.571429,0.212678883706024,"Drosophila melanogaster",173300000,133341829,"PACBIO_SMRT",0.774,39958171,0.230572250432776
"11369",33502,33502,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila melanogaster","Drosophila melanogaster (fruit fly)",7227,"GCA_003401745.1","Chromosome","2018/07/01",140687039,140684339,"","","",NA,NA,NA,NA,NA,NA,22407379,25025258,"PACBIO_SMRT","PacBio RS II","Drosophila melanogaster","Drosophila melanogaster","PACBIO_SMRT","","Drosophila melanogaster",169361428.571429,140687039,"PACBIO_SMRT",28674389.571429,0.169308855111218,"Drosophila melanogaster",173300000,140687039,"PACBIO_SMRT",0.774,32612961,0.188187888055395
"11370",33503,33503,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila melanogaster","Drosophila melanogaster (fruit fly)",7227,"GCA_003401735.1","Chromosome","2018/07/01",137668148,137662648,"","","",NA,NA,NA,NA,NA,NA,21846106,25207197,"PACBIO_SMRT","PacBio RS II","Drosophila melanogaster","Drosophila melanogaster","PACBIO_SMRT","","Drosophila melanogaster",169361428.571429,137668148,"PACBIO_SMRT",31693280.571429,0.1871339940786,"Drosophila melanogaster",173300000,137668148,"PACBIO_SMRT",0.774,35631852,0.205607916907098
"11371",33504,33504,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila melanogaster","Drosophila melanogaster (fruit fly)",7227,"GCA_003402015.1","Chromosome","2018/07/01",136257826,136250326,"","","",NA,NA,NA,NA,NA,NA,21483821,25138591,"PACBIO_SMRT","PacBio RS II","Drosophila melanogaster","Drosophila melanogaster","PACBIO_SMRT","","Drosophila melanogaster",169361428.571429,136257826,"PACBIO_SMRT",33103602.571429,0.195461285669703,"Drosophila melanogaster",173300000,136257826,"PACBIO_SMRT",0.774,37042174,0.213745954991344
"11372",33505,33505,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila melanogaster","Drosophila melanogaster (fruit fly)",7227,"GCA_003402055.1","Chromosome","2018/07/01",136193954,136187742,"","","",NA,NA,NA,NA,NA,NA,22320754,24876997,"PACBIO_SMRT","PacBio RS II","Drosophila melanogaster","Drosophila melanogaster","PACBIO_SMRT","","Drosophila melanogaster",169361428.571429,136193954,"PACBIO_SMRT",33167474.571429,0.195838419947199,"Drosophila melanogaster",173300000,136193954,"PACBIO_SMRT",0.774,37106046,0.214114518176572
"11373",33506,33506,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila melanogaster","Drosophila melanogaster (fruit fly)",7227,"GCA_003401685.1","Chromosome","2018/07/01",137707168,137702068,"","","",NA,NA,NA,NA,NA,NA,21503394,25318294,"PACBIO_SMRT","PacBio RS II","Drosophila melanogaster","Drosophila melanogaster","PACBIO_SMRT","","Drosophila melanogaster",169361428.571429,137707168,"PACBIO_SMRT",31654260.571429,0.1869035992341,"Drosophila melanogaster",173300000,137707168,"PACBIO_SMRT",0.774,35592832,0.205382758222735
"11374",33510,33510,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila melanogaster","Drosophila melanogaster (fruit fly)",7227,"GCA_003397115.1","Scaffold","2018/07/01",137459821,137452521,"","","",NA,NA,NA,NA,NA,NA,18522235,25282505,"PACBIO_SMRT","PacBio RS II","Drosophila melanogaster","Drosophila melanogaster","PACBIO_SMRT","","Drosophila melanogaster",169361428.571429,137459821,"PACBIO_SMRT",31901607.571429,0.18836406754785,"Drosophila melanogaster",173300000,137459821,"PACBIO_SMRT",0.774,35840179,0.206810034622043
"11390",33531,33531,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila miranda","Drosophila miranda (flies)",7229,"GCA_003369915.1","Chromosome","2018/08/14",287114518,287108688,"","","",NA,NA,NA,NA,NA,NA,11978456,35263102,"","","Drosophila miranda","Drosophila miranda","","","Drosophila miranda",223132000,287114518,"",-63982518,-0.286747387196816,"Drosophila miranda",205750000,287114518,"",0.859,-81364518,-0.395453307411908
"11588",33923,33923,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila persimilis","Drosophila persimilis (flies)",7234,"GCA_003286085.1","Contig","2018/07/03",195359523,195359523,"","","",NA,NA,NA,NA,NA,NA,5213498,5213498,"PACBIO_SMRT","Sequel","Drosophila persimilis","Drosophila persimilis","PACBIO_SMRT","","Drosophila persimilis",188364000,195359523,"PACBIO_SMRT",-6995523,-0.0371383226094158,"Drosophila persimilis",182400000,195359523,"PACBIO_SMRT",0.907,-12959523,-0.0710500164473684
"11590",33925,33925,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila ananassae","Drosophila ananassae (flies)",7217,"GCA_003285975.1","Contig","2018/07/03",221342340,221342340,"","","",NA,NA,NA,NA,NA,NA,6213822,6213822,"PACBIO_SMRT","Sequel","Drosophila ananassae","Drosophila ananassae","PACBIO_SMRT","","Drosophila ananassae",200056000,221342340,"PACBIO_SMRT",-21286340,-0.10640190746591,"Drosophila ananassae",201850000,221342340,"PACBIO_SMRT",0.79,-19492340,-0.0965684419123111
"11591",33926,33926,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila novamexicana","Drosophila novamexicana (flies)",47314,"GCA_003285875.1","Contig","2018/07/03",182212895,182212895,"","","",NA,NA,NA,NA,NA,NA,3154395,3154395,"PACBIO_SMRT","Sequel","Drosophila novamexicana","Drosophila novamexicana","PACBIO_SMRT","","Drosophila novamexicana",248833333.333333,182212895,"PACBIO_SMRT",66620438.333333,0.267731165438713,"Drosophila novamexicana",2.51e+08,182212895,"PACBIO_SMRT",0.724,68787105,0.274052211155378
"11594",33930,33930,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila virilis","Drosophila virilis (flies)",7244,"GCA_003285735.1","Contig","2018/07/03",189402274,189402274,"","","",NA,NA,NA,NA,NA,NA,8682845,8682845,"PACBIO_SMRT","Sequel","Drosophila virilis","Drosophila virilis","PACBIO_SMRT","","Drosophila virilis",351840000,189402274,"PACBIO_SMRT",162437726,0.461680667348795,"Drosophila virilis",331800000,189402274,"PACBIO_SMRT",0.5295,142397726,0.429167347799879
"11595",33932,33932,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila pseudoobscura","Drosophila pseudoobscura pseudoobscura (flies)",46245,"GCA_000001765.3","Chromosome","2012/01/30",164662283,164661883,"","","",NA,NA,NA,NA,NA,NA,26005469,30730540,"ILLUMINA","Illumina HiSeq 2000","Drosophila pseudoobscura pseudoobscura","Drosophila pseudoobscura","ILLUMINA","","Drosophila pseudoobscura",164264000,164662283,"ILLUMINA",-398283,-0.00242465178006136,"Drosophila pseudoobscura",171050000,164662283,"ILLUMINA",0.8765,6387717,0.0373441508330897
"11817",34455,34455,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila montana","Drosophila montana (flies)",40370,"GCA_003086615.1","Scaffold","2017/02/17",183585048,175073709,"","","",NA,NA,NA,NA,NA,NA,6978,40647,"ILLUMINA","Illumina MiSeq","Drosophila montana","Drosophila montana","ILLUMINA","","Drosophila montana",241700000,183585048,"ILLUMINA",58114952,0.24044249896566,"Drosophila montana",241700000,183585048,"ILLUMINA",0.8215,58114952,0.24044249896566
"12240",35631,35631,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila melanogaster","Drosophila melanogaster (fruit fly)",7227,"GCA_002310775.1","Chromosome","2017/08/28",120380941,119960371,"","","",NA,NA,NA,NA,NA,NA,65391,23011313,"","","Drosophila melanogaster","Drosophila melanogaster","","","Drosophila melanogaster",169361428.571429,120380941,"",48980487.571429,0.289206863596874,"Drosophila melanogaster",173300000,120380941,"",0.774,52919059,0.305360986728217
"12241",35632,35632,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila melanogaster","Drosophila melanogaster (fruit fly)",7227,"GCA_002310755.1","Chromosome","2017/08/28",120381044,120016821,"","","",NA,NA,NA,NA,NA,NA,102117,23011485,"","","Drosophila melanogaster","Drosophila melanogaster","","","Drosophila melanogaster",169361428.571429,120381044,"",48980384.571429,0.289206255430063,"Drosophila melanogaster",173300000,120381044,"",0.774,52918956,0.305360392383151
"12245",35639,35639,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila melanogaster","Drosophila melanogaster (fruit fly)",7227,"GCA_002300595.1","Chromosome","2017/06/01",144125362,144121962,"","","",NA,NA,NA,NA,NA,NA,22302559,25479258,"PACBIO_SMRT","PacBio RS II","Drosophila melanogaster","Drosophila melanogaster","PACBIO_SMRT","","Drosophila melanogaster",169361428.571429,144125362,"PACBIO_SMRT",25236066.571429,0.149007166415023,"Drosophila melanogaster",173300000,144125362,"PACBIO_SMRT",0.774,29174638,0.168347593768032
"12323",35816,35816,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila takahashii","Drosophila takahashii (flies)",29030,"GCA_002223445.1","Scaffold","2016/10/10",124362062,120927112,"","","",NA,NA,NA,NA,NA,NA,2805,4126,"ILLUMINA","NextSeq 500","Drosophila takahashii","Drosophila takahashii","ILLUMINA","","Drosophila takahashii",203466666.666667,124362062,"ILLUMINA",79104604.666667,0.388784098951508,"Drosophila takahashii",207400000,124362062,"ILLUMINA",0.84,83037938,0.400375785920926
"12324",35818,35818,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila nasuta","Drosophila nasuta (flies)",42062,"GCA_002222885.1","Scaffold","2016/10/10",137224182,134337876,"","","",NA,NA,NA,NA,NA,NA,3966,5692,"ILLUMINA","NextSeq 500","Drosophila nasuta","Drosophila nasuta","ILLUMINA","","Drosophila nasuta",244050000,137224182,"ILLUMINA",106825818,0.437721032575292,"Drosophila nasuta",244050000,137224182,"ILLUMINA",0.6155,106825818,0.437721032575292
"12325",35819,35819,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila bipectinata","Drosophila bipectinata (flies)",42026,"GCA_002222825.1","Scaffold","2016/10/10",120630095,117231556,"","","",NA,NA,NA,NA,NA,NA,3968,6620,"ILLUMINA","NextSeq 500","Drosophila bipectinata","Drosophila bipectinata","ILLUMINA","","Drosophila bipectinata",205833333.333333,120630095,"ILLUMINA",85203238.333333,0.413942858299594,"Drosophila bipectinata",210950000,120630095,"ILLUMINA",0.79,90319905,0.428157881014458
"12452",36084,36084,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila simulans","Drosophila simulans (flies)",7240,"GCF_000754195.2","Chromosome","2012/08/18",124963774,124592945,"","","",NA,NA,NA,NA,NA,NA,451931,23539531,"ILLUMINA","Illumina Genome Analyzer II","Drosophila simulans","Drosophila simulans","ILLUMINA","","Drosophila simulans",147945000,124963774,"ILLUMINA",22981226,0.155336280374463,"Drosophila simulans",166350000,124963774,"ILLUMINA",0.765,41386226,0.248790057108506
"12530",36248,36248,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila serrata","Drosophila serrata (flies)",7274,"GCF_002093755.1","Contig","2017/04/17",198035861,198035861,"100","diptera_odb10","4.0.2",0.999087,0.975342,0.0237443,0.000304414,0.000608828,3285,942627,942627,"PACBIO_SMRT","PacBio RS II","Drosophila serrata","Drosophila serrata","PACBIO_SMRT","","Drosophila serrata",215960000,198035861,"PACBIO_SMRT",17924139,0.0829974949064642,"Drosophila serrata",221250000,198035861,"PACBIO_SMRT",0.8185,23214139,0.104922662146893
"12569",36331,36331,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila melanogaster","Drosophila melanogaster (fruit fly)",7227,"GCA_002050065.1","Contig","2014/01/31",138490501,138490501,"","","",NA,NA,NA,NA,NA,NA,15305620,15305620,"PACBIO_SMRT","PacBio RS","Drosophila melanogaster","Drosophila melanogaster","PACBIO_SMRT","","Drosophila melanogaster",169361428.571429,138490501,"PACBIO_SMRT",30870927.571429,0.182278384351305,"Drosophila melanogaster",173300000,138490501,"PACBIO_SMRT",0.774,34809499,0.200862660126947
"12780",36805,36805,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Zaprionus","Zaprionus indianus","Zaprionus indianus (flies)",76712,"GCA_001752445.1","Scaffold","2016/09/08",123674749,120522373,"","","",NA,NA,NA,NA,NA,NA,3365,4855,"ILLUMINA","NextSeq 550","Zaprionus indianus","Zaprionus indianus","ILLUMINA","","Zaprionus indianus",226620000,123674749,"ILLUMINA",102945251,0.454263749889683,"Zaprionus indianus",232350000,123674749,"ILLUMINA",0.7505,108675251,0.467722190660641
"13162",37404,37404,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila navojoa","Drosophila navojoa (flies)",7232,"GCF_001654015.1","Scaffold","2016/01/26",115885644,114832299,"100","diptera_odb10","4.0.2",0.791781,0.7793,0.012481,0.0319635,0.176256,3285,58941,21835025,"ILLUMINA","Illumina HiSeq 2000","Drosophila navojoa","Drosophila navojoa","ILLUMINA","","Drosophila navojoa",163100000,115885644,"ILLUMINA",47214356,0.289481030042918,"Drosophila navojoa",163100000,115885644,"ILLUMINA",0.9635,47214356,0.289481030042918
"13345",37841,37841,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila pseudoobscura","Drosophila pseudoobscura pseudoobscura (flies)",46245,"GCF_000001765.3","Chromosome","2012/01/30",152696384,149031575,"","","",NA,NA,NA,NA,NA,NA,202541,12541198,"ILLUMINA","Illumina HiSeq 2000","Drosophila pseudoobscura pseudoobscura","Drosophila pseudoobscura","ILLUMINA","","Drosophila pseudoobscura",164264000,152696384,"ILLUMINA",11567616,0.0704208834559003,"Drosophila pseudoobscura",171050000,152696384,"ILLUMINA",0.8765,18353616,0.107299713534054
"13456",38095,38095,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila miranda","Drosophila miranda (flies)",7229,"GCF_000269505.1","Chromosome","2014/08/06",136728780,132558338,"101","diptera_odb10","4.0.2",0.982344,0.960122,0.0222222,0.00273973,0.0149163,3285,77651,28826359,"","","Drosophila miranda","Drosophila miranda","","","Drosophila miranda",223132000,136728780,"",86403220,0.387229173762616,"Drosophila miranda",205750000,136728780,"",0.859,69021220,0.335461579586877
"13552",38321,38321,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila eugracilis","Drosophila eugracilis (flies)",29029,"GCF_000236325.1","Scaffold","2011/09/01",156942009,156328338,"101","diptera_odb10","4.0.2",0.998478,0.996043,0.00243531,0.000608828,0.000913242,3285,224458,976885,"ILLUMINA","Illumina Genome Analyzer IIx","Drosophila eugracilis","Drosophila eugracilis","ILLUMINA","","Drosophila eugracilis",233513333.333333,156942009,"ILLUMINA",76571324.333333,0.327909859536928,"Drosophila eugracilis",237800000,156942009,"ILLUMINA",0.63,80857991,0.340025193439865
